title,location,experience,skills,company,salary,description,posted_date
Manager - Data Science - Consulting Firm,Noida,3-5 yrs,"Manager - Data Science, Data Science, SQL, R, Python, Tableau, automation...",Outgrow Consulting,  Not disclosed ,You will be required to use different technical skills and variety of tools to generate actionable ...,37 days ago
Associate - Data Science - Mumbai - India,"Mumbai, Mumbai",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,Machine learning techniques will include familiarity or knowledge of at least one of the following areas: ...,39 days ago
Deputy Manager - Data Science,Mumbai,2-4 yrs,"Data Science, Neural Networks, Python, R, Data Processing, Project Leading,...",Mahindra and Mahindra Financial Services Limited,  Not disclosed ,Ability to self-process the data and come out with models/ insights is a must;Masters Degree in ...,40 days ago
Manager / Head - Data Science - PhD,Pune,12-18 yrs,"Data Science, People Management, Competency Development, Global stakeholder...",Rinalytics Advisors,  Not disclosed ,PhD in quantitative field with over 12 yrs. strong exp. in research and development of scientific ...,44 days ago
Business Analytics/statistical Modeler/data Science Role,Bengaluru,2-5 yrs,"Business Analysis, Business Analytics, SAS SQL, Statistical Modeling...",Â Apidel Technologies Pvt. Ltd.,  Not disclosed ,Experience:;- 2-5 years Experience in Financial Services/Analytics Industry ( should have at least one ...,52 days ago
Consultant - Business Analytics/statistical Modelling/data Science,Bengaluru,3-5 yrs,"Business Analysis, Business Analytics, Project Management, SAS SQL...",Â Apidel Technologies Pvt. Ltd.,  Not disclosed ,"- Masters in a numerate subject such as Mathematics, Statistics, Operational Research, Business ...",52 days ago
Manager - Data Science - IT,Delhi NCR,4-7 yrs,"Manager - Data Science, Data Science, data science manager...",Confidential,  Not disclosed ,- Graduate with an engineering degree (preferably Computer Science) or a degree in statistics/math with ...,51 days ago
Career Opportunities: Data Analyst - Commercial & Ops,Bengaluru,4-5 yrs,"Predictive Analytics, Data Analysis, SAS, SQL, Statistical Modeling...",Hindustan Coca Cola Beverages Pvt Ltd,  Not disclosed ,Minimum IT Knowledge : MS Office and advanced data visualization reporting tools in the market;Expertise ...,1 day ago
Ts-cps Specialist - FCC Unit - Oil & Gas Industry,Gurgaon,7-12 yrs,"Gas, Process Instrumentation, DCS, Data Science, Sales Support...",Peoplestrong,  Not disclosed ,10+ years of experience in a technical service or process operations role within the refining and ...,1 day ago
Data Scientist-big Data Professionals,Mumbai,4-9 yrs,"Analytics, Data Science, Data Scientist",Unlimit IOT Private Limited,  Not disclosed ,The person will be required to participate actively in cross industry data science related projects ...,1 day ago
Lead - Data Analyst - IT,Bengaluru,8-13 yrs,"Data Analyst, Data Analysis, SQL queries, relational DBs, Python, R...",GAMA India,  Not disclosed ,- 5-8 years relevant experience leading advanced analytics projects;- Good knowledge of databases and ...,1 day ago
Accenture Hiring for Data Scientist -python Expert,Bengaluru(Mahadevpura),8-13 yrs,"python, analytics, data science, statistical modeling, predictive analytics...",Accenture,  Not disclosed ,"Experience in building models around customer propensities/purchase behavior, segmentation and scoring ...",1 day ago
Tech Lead - Business Intelligence & Data Science & Analytics,Mumbai,7-10 yrs,"Predictive Analytics, Statistical Modeling, Business Intelligence...",Smartconnect technologies Pvt Ltd,  Not disclosed ,,17 days ago
Data Science Faculty Job Requirement in Hyderabad,Hyderabad(Kukatpally+1),1-6 yrs,"Data Science, Data Scientist, Senior Data Scientist, Lead Data Scientist...",Computech Info Solutions,  Not disclosed ,,18 days ago
Data Scientist and Product Manager,Gurgaon,6-8 yrs,"Natural Language Processing, Data Science, NLP, Predictive Analytics...",AbsolutData Research  Analytics Solutions Pvt. Lt,  Not disclosed ,6  8 years of experience in the Analytics / Data Science space with some knowledge/exposure to ...,11 days ago
Hexaware : Walk-in Drive for BIG DATA on 29th Sep @ Bangalore,Bengaluru,4-9 yrs,"SQL Server, Neo4J, Java, SCALA, Spark, Hadoop, Data Science...",Hexaware Technologies Ltd.,  Not disclosed ,,4 days ago
Big Data Lead,"Chennai, Kochi, Trivandrum",4-8 yrs,"neural networks, machine learning, test design, hadoop, r, python, weka...",MyITBridge,"    10,00,000 - 20,00,000 P.A.  ","SAS/SPSS/MATLAB.Azure Storage, experience in any one flavor Cloudera/Hortonwork/MapR ...",2 days ago
Assistant Professor - Including Data Science,Delhi,,,Indraprastha Institute of Information Technology Delhi,    Rs. 1.50 Lac/month  ,,135 days ago
Assistant Professor - Computational and Data Sciences,Bengaluru,3-5 yrs,,Indian Institute of Science,    PB-3 Rs15600-39100 with minimum pay of Rs30000 + AGP of...  ,,31 days ago
Post Doctoral Fellows - Data Science & Big Data,Delhi,,,Indian Institute of Technology Delhi,"    Fellowship amount is Rs.60,000/- per month  ",,155 days ago
Professor - Data Analytics and Data Sciences,Delhi,10-15 yrs,,Indian Institute of Technology Delhi,    Pay Scale: Pay Band : Rs.37400-67000(minimum pay of Rs....  ,,187 days ago
Assistant Professor (Contract) - Data Sciences & Business Analytics,Kanpur,,,Indian Institute of Technology Kanpur,    Pay Scale: Academic Grade Pay: Rs. 7000- Pay Band (Rs.)...  ,,193 days ago
Assistant Professor - Data Sciences & Business Analytics,Kanpur,3-5 yrs,,Indian Institute of Technology Kanpur,    PB-3 Rs. (15600-39100) + Academic Grade Pay Rs. 8000/-  ,,193 days ago
Visiting Professor/Retired Professor (Contract) - Data Science & Big Data,Jammu,,,Indian Institute of Technology Jammu,    Not disclosed  ,,193 days ago
Assistant Professor (Grade I) - Data Science & Big Data,Jammu,3-5 yrs,,Indian Institute of Technology Jammu,    Minimum Basic Pay Rs.101500/- (Academic Pay Level 12 an...  ,,193 days ago
Assistant Professor (Grade II) - Data Science & Big Data,Jammu,,,Indian Institute of Technology Jammu,    Pay Level/Pay Band:Minimum Basic Pay Rs.57700/- or 6890...  ,,193 days ago
Associate Professor - Data Science & Big Data,Jammu,6-10 yrs,,Indian Institute of Technology Jammu,    Minimum Basic Pay: Rs.139600/- (Academic Pay Level 13A2...  ,,193 days ago
Assistant Professor (Grade I) - Data Analytics And Data Sciences,Delhi,3-5 yrs,,Indian Institute of Technology Delhi,    Pay Level 12 (Rs.101500-167400) with minimum Pay of Rs....  ,,137 days ago
Assistant Professor (Contract)-01 year - Data Science and Engineering,Jabalpur,,,"Indian Institute of Information Technology, Design and Manufacturing Jabalpur",    PB-3 with Grade Pay of Rs. 7000/-  ,,227 days ago
Assistant Professor (On Contract) - Data Science and Engineering,Jabalpur,,,"Indian Institute of Information Technology, Design and Manufacturing Jabalpur",    PB-3 with Grade Pay of Rs. 6000/-+ 07 additional non-co...  ,,227 days ago
Senior Consultant (data Science) | IT MNC | Mumbai & Bangalore,"Mumbai, Bengaluru",7-12 yrs,"Consulting, Data Science, Big Data, Business Strategy, Senior Consultant...",PROWESS India Consulting Services,  Not disclosed ,"Should be able to handle multiple leads, prospects at same time;Proven experience as consultant or ...",25 days ago
data Science,Hyderabad,4-9 yrs,"MS SQL Server, SAS, Marketing Analytics, Statistical Software, R, SPSS...",RANDSTAD INDIA PVT LTD,  Not disclosed ,Experience doing this with common analytic platforms is required;- Must have experience deriving ...,24 days ago
Data Scientist,"Hyderabad, Pune",6-9 yrs,"data science, sql, machine learning, r, python, advanced analytics, SAS...",Core Compete Pvt. Ltd.,  Not disclosed ,4+ years of hands-on experience in using software packages such as SAS for analytical modeling and data ...,12 days ago
TS- CPS Specialist - FCC Unit - Oil & Gas Industry,Gurgaon,10-18 yrs,"Process Instrumentation, DCS, Process Operations, Data Science...",Peoplestrong,  Not disclosed ,10+ years of experience in a technical service or process operations role within the refining and ...,2 days ago
Chief Executive Officer - Fintech Startup - IIM/ Xlri/ FMS/ MDI,Goa,15-25 yrs,"Product Sales, Finance, Retail, Alliances, Data Science...",Staffio,  Not disclosed ,- Should have demonstrated ability of leading discussion with prospective investors and should have had ...,2 days ago
Data Engineer - Spark/ Kafka,Delhi,1-5 yrs,"SQL, Spark, Hdfs, OLAP, ETL, Cassandra, HBase, SCALA, Data Science...",KenQA Services,  Not disclosed ,- 1+ year experience with any JVM functional programming language ( Scala/Clojure );- Experience in ...,2 days ago
Lead - Data Analyst - IT,Bengaluru,8-13 yrs,"Data Science, R, Data Analytics, SQL Queries, Excel Powerpoint, Statistical...",GAMA India,  Not disclosed ,- 5-8 years relevant experience leading advanced analytics projects;- Good knowledge of databases and ...,2 days ago
Front End/ UI Engineer - AngularJS,Bengaluru,9-14 yrs,"MongoDB, NoSQL, Cassandra, Data Science, Angularjs, SVG, Machine Learning...",Premium,  Not disclosed ,"We want someone who is passionate about web programming, IoT and startups and has experience building ...",12 days ago
Data Scientist,Jaipur,1-3 yrs,"hive, big data, predictive analytics, data science, data visualization...",QDegrees Services,"    4,00,000 - 6,00,000 P.A.  ",(Only Experienced candidates in this field should apply ...,9 days ago
Machine Learning Scientist,Bengaluru,2-5 yrs,"Machine Learning Scientist, Machine Learning, data science...",EYGBS (INDIA) LLP,  Not disclosed ,Should have worked on some deep learning projects either personal or professional;Masters in machine ...,8 days ago
"Project Lead - Data Scientist (sas, R, Python)",Gurgaon,4-6 yrs,"Natural Language Processing, Predictive Analytics, Data Science, NLP, R...",Optum Global Solutions (India) Private Limited,  Not disclosed ,,8 days ago
Senior Data Scientist,Mumbai,5-10 yrs,"Deep Learning, Statistical Modeling, Data Science, Data Analysis...",Sanah Info Solutions Pvt. Ltd.,  Not disclosed ,Between 5 and 8 years of demonstrated experience in the industry including significant prior experience ...,8 days ago
Chief/ Senior Data Scientist,"Delhi NCR, Noida",6-11 yrs,"R, Machine Learning, Data Science, Python, Predictive Analytics, SQL...",gNxt Systems,  Not disclosed ,- You have an expert command of SQL and R or Python as applied to data science with experience with AWS ...,8 days ago
Job Opening for Datascience,Bengaluru,6-11 yrs,"data science, Machine Learning, Artificial Intelligence",iFocus Systec,  Not disclosed ,,9 days ago
Senior Data Scientist - Real Estate,"Gurgaon, Gurugram",4-8 yrs,"r, data science, sas, statistical programming, machine learning, statistics...",Trio IT Services Pvt Ltd,  Not disclosed ,"- Strong knowledge of statistics with experience generating models using techniques such as regression, ...",10 days ago
Data Scientist - R / Python / Machine Learning,Pune,1-5 yrs,"Machine Learning, Data Scientist, R, Python, Data Science, data analysis...",JobServer Consultancy Services,  Not disclosed ,- Have an unmatched startup experience that allows you to work on bleeding-edge technologies ...,10 days ago
Senior Data Scientist - Iisc/isi/iit,"Delhi NCR, Noida",5-10 yrs,"machine learning, data science, python, predictive analytics, sql...",gNxt Systems,  Not disclosed ,"- MS in Statistics, Machine Learning, or Predictive Analytics from a Tier 1 ...",10 days ago
Data Scientist - Machine Learning/python/r,Hyderabad,2-7 yrs,"Deep Learning, Data Science, Machine Learning, Python, Spark, SCALA...",Options Executive Search Private Limited.,  Not disclosed ,- Demonstrable experience of solving client challenges using technical acumen and/or mathematical or ...,10 days ago
Junior Data Scientist ( 0-1 Years Experience),Kolkata,0-1 yrs,"Data Science, R, Machine Learning, Data Mining, Data Collection...",EBIW INFO ANALYTICS PVT. LTD.,  Not disclosed ,"Experience with common data science toolkits, such as R, NumPy etc;Experience with data visualisation ...",10 days ago
Principal Consultant - Advance Analytics - R/ SAS/ Python,"Mumbai, Bengaluru, Pune",10-15 yrs,"Machine Learning, Data Analysis, SAS, R, Data Science, Statistical Modeling...",Premium,  Not disclosed ,"- 3+ years of experience using R, SAS, Matlab or equivalent statistical/data analysis tools;- Minimum 1 ...",10 days ago
Machine Learning Engineer,Mumbai,1-2 yrs,"Deep Learning, Natural Language Processing, Machine Learning, Python, NLP...",Flochat - Startup,  Not disclosed ,"2) Good grasp of one of the following but not limited to languages: Java, C++,;1) Minimum 1 year exp in ...",11 days ago
Data Scientist,Hyderabad,2-5 yrs,"Computer science, Python, Cloud computing, Sensors, Machine learning...",E I DuPont India Private Limited,  Not disclosed ,The candidate must have strong;experience with AWS technologies and experience in high performance and ...,10 days ago
Senior Data Scientist,Noida,5-10 yrs,"machine learning, data science, python, predictive analytics, sql...",gNxt Systems,  Not disclosed ,"MS in Statistics, Machine Learning, or Predictive Analytics from a Tier 1 University;Qualification ...",10 days ago
